,index,category,brand_name,name,price,sku_number,id,rating,url
5448,1061,Shaving,The Art of Shaving,100% Pure Badger Shaving Brush,$60.00,1569193,P383220,4.0,http://www.sephora.com/100-37-pure-badger-shaving-brush-P383220
5449,1062,Shaving,The Art of Shaving,Fusion Chrome Collection Shaving Brush,$80.00,1140896,P225345,2.5,http://www.sephora.com/fusion-chrome-collection-shaving-brush-P225345
5450,1063,Shaving,Task Essential,Sweet Shave Lather,$30.00,1716067,P396802,0.0,http://www.sephora.com/sweet-shave-lather-P396802
5451,1064,Frizz,Bumble and bumble,Hairdresser’s Invisible Oil Primer,$12.0,1602960,P386464,4.5767,http://www.sephora.com/hairdresser-s-invisible-oil-primer-P386464
5452,1065,Frizz,Moroccanoil,Moroccanoil Treatment,$15.0,1869478,P412090,4.7391,http://www.sephora.com/moroccanoil-treatment-P412090
5453,1066,Frizz,ALTERNA Haircare,CAVIAR Anti-Aging® Replenishing Moisture Conditioner,$9.0,1415793,P269706,4.4378,http://www.sephora.com/caviar-anti-aging-replenishing-moisture-conditioner-P269706
5454,1067,Frizz,ALTERNA Haircare,CAVIAR Anti-Aging® Replenishing Moisture Shampoo,$9.0,1415785,P269705,4.3067,http://www.sephora.com/caviar-anti-aging-replenishing-moisture-shampoo-P269705
5455,1068,Frizz,Living Proof,Perfect Hair Day Shampoo,$10.0,1585546,P384533,3.8152,http://www.sephora.com/perfect-hair-day-shampoo-P384533
5456,1069,Frizz,WEN® by Chaz Dean,Cleansing Conditioner Trio,$79.00,1635390,P389325,3.8675,http://www.sephora.com/cleansing-conditioner-trio-P389325
5457,1070,Frizz,ALTERNA Haircare,CAVIAR CC Cream for Hair 10-in-1 Complete Correction,$25.0,1524701,P378716,4.2898,http://www.sephora.com/caviar-cc-cream-for-hair-10-in-1-complete-correction-P378716
5458,1071,Frizz,Bumble and bumble,Hairdresser’s Invisible Oil,$22.0,1438019,P375391,4.5,http://www.sephora.com/hairdresser-s-invisible-oil-P375391
5459,1072,Frizz,Living Proof,Perfect Hair Day Conditioner,$10.0,1585553,P384534,3.7912,http://www.sephora.com/perfect-hair-day-conditioner-P384534
5460,1073,Frizz,Bumble and bumble,Hairdresser’s Invisible Oil Conditioner,$13.0,1602952,P386462,4.2011,http://www.sephora.com/hairdresser-s-invisible-oil-conditioner-P386462
5461,1074,Frizz,ALTERNA Haircare,Caviar Repair RX Instant Recovery Conditioner,$32.0,1483676,P377404,4.6089,http://www.sephora.com/caviar-repair-rx-instant-recovery-conditioner-P377404
5462,1075,Frizz,Living Proof,Restore Conditioner,$12.0,1376268,P296440,4.2275,http://www.sephora.com/restore-conditioner-P296440
5463,1076,Frizz,Living Proof,Perfect Hair Day™ 5-in-1 Styling Treatment,$15.0,1568930,P383223,4.2306,http://www.sephora.com/perfect-hair-day-5-in-1-styling-treatment-P383223
5464,1077,Frizz,Bumble and bumble,Super Rich Conditioner,$10.0,1270198,P280573,4.2780000000000005,http://www.sephora.com/super-rich-conditioner-P280573
5465,1078,Frizz,Living Proof,Restore Shampoo,$12.0,1376250,P296439,4.1977,http://www.sephora.com/restore-shampoo-P296439
5466,1079,Frizz,Bumble and bumble,Gentle Shampoo,$10.0,1270065,P280568,4.2708,http://www.sephora.com/gentle-shampoo-P280568
5467,1080,Frizz,Bumble and bumble,Hairdresser’s Invisible Oil Shampoo,$12.0,1602945,P386463,3.9665,http://www.sephora.com/hairdresser-s-invisible-oil-shampoo-P386463
5468,1081,Frizz,Ouai,Hair Oil,$28.00,1802099,P406922,4.3647,http://www.sephora.com/hair-oil-P406922
5469,1082,Frizz,ALTERNA Haircare,Caviar Repair RX Instant Recovery Shampoo,$32.0,1483684,P377405,4.4932,http://www.sephora.com/caviar-repair-rx-instant-recovery-shampoo-P377405
5470,1083,Frizz,Living Proof,Prime Style Extender™,$12.0,1460138,P375668,4.3771,http://www.sephora.com/prime-style-extender-P375668
5471,1084,Frizz,Briogeo,"Don’t Despair, Repair!™ Deep Conditioning Mask",$9.0,1784636,P388628,3.972,http://www.sephora.com/dont-despair-repair-deep-conditioning-mask-P388628
5472,1085,Frizz,DevaCurl,SuperCream™ Coconut Curl Styler,$28.00,1737311,P399687,4.2571,http://www.sephora.com/supercream-coconut-curl-styler-P399687
5473,1086,Frizz,Living Proof,Restore Mask Treatment,$12.0,1376276,P296441,3.8977,http://www.sephora.com/restore-mask-treatment-P296441
5474,1087,Frizz,Ouai,SMOOTH Conditioner,$26.00,1802073,P406660,3.9259,http://www.sephora.com/smooth-conditioner-P406660
5475,1088,Frizz,Ouai,SMOOTH Shampoo,$28.00,1802024,P406659,3.6176,http://www.sephora.com/smooth-shampoo-P406659
5476,1089,Frizz,WEN® by Chaz Dean,Deluxe Healthy Hair Kit,$98.00,1635358,P389329,3.375,http://www.sephora.com/deluxe-healthy-hair-kit-P389329
5477,1090,Frizz,Living Proof,No Frizz Conditioner,$10.0,1201565,P244510,4.2054,http://www.sephora.com/no-frizz-conditioner-P244510
5478,1091,Frizz,DevaCurl,One Condition,$10.0,1784586,P378326,4.3487,http://www.sephora.com/one-condition-P378326
5479,1092,Frizz,Living Proof,No Frizz Nourishing Styling Cream,$15.0,1459395,P375666,4.2312,http://www.sephora.com/no-frizz-nourishing-styling-cream-P375666
5480,1093,Frizz,Living Proof,No Frizz Shampoo,$10.0,1201557,P244509,4.1135,http://www.sephora.com/no-frizz-shampoo-P244509
5481,1094,Frizz,Living Proof,Perfect Hair Day® Night Cap Overnight Perfector,$28.00,1675834,P394222,4.0648,http://www.sephora.com/perfect-hair-day-night-cap-overnight-perfector-P394222
5482,1095,Frizz,Reverie,Milk Anti-Frizz Leave-In Nourishing Treatment,$42.00,1737238,P398751,4.2238,http://www.sephora.com/milk-anti-frizz-leave-in-nourishing-treatment-P398751
5483,1096,Frizz,Verb,Ghost Oil™,$14.00,1728351,P399992,4.6182,http://www.sephora.com/ghost-oil-P399992
5484,1097,Frizz,Bumble and bumble,Creme de Coco Conditioner,$27.0,1270172,P280572,3.9691,http://www.sephora.com/creme-de-coco-conditioner-P280572
5485,1098,Frizz,Bumble and bumble,Creme de Coco Shampoo,$25.0,1270040,P280567,4.209,http://www.sephora.com/creme-de-coco-shampoo-P280567
5486,1099,Frizz,DevaCurl,Ultra Defining Gel,$10.0,1820273,P378332,4.016,http://www.sephora.com/ultra-defining-gel-P378332
5487,1100,Frizz,Moroccanoil,Moroccanoil Treatment Light,$15.0,1869486,P412091,4.4167,http://www.sephora.com/moroccanoil-treatment-light-P412091
5488,1101,Frizz,Living Proof,Restore Instant Protection Spray,$17.0,1615996,P386845,4.0769,http://www.sephora.com/restore-instant-protection-spray-P386845
5489,1102,Frizz,Bumble and bumble,Color Minded Shampoo,$31.00,1425339,P311130,4.0081,http://www.sephora.com/color-minded-shampoo-P311130
5490,1103,Frizz,DevaCurl,One Condition™ Decadence,$22.0,1735174,P400704,4.175,http://www.sephora.com/one-condition-decadence-P400704
5491,1104,Frizz,Moroccanoil,Hydrating Travel Kit,$48.00,1873272,P412082,4.8333,http://www.sephora.com/hydrating-travel-kit-P412082
5492,1105,Frizz,Verb,Hydrating Conditioner,$7.0,1728286,P399993,4.2233,http://www.sephora.com/hydrating-conditioner-P399993
5493,1106,Frizz,Living Proof,No Frizz Nourishing Oil,$20.0,1781244,P408653,3.9106,http://www.sephora.com/no-frizz-nourishing-oil-P408653
5494,1107,Frizz,ALTERNA Haircare,Bamboo Smooth Kendi Oil Dry Oil Mist,$25.00,1312792,P278004,4.5501,http://www.sephora.com/bamboo-smooth-kendi-oil-dry-oil-mist-P278004
5495,1108,Frizz,Ouidad,Climate Control® Heat & Humidity Gel,$26.0,1200104,P242148,4.2347,http://www.sephora.com/climate-control-heat-humidity-gel-P242148
5496,1109,Frizz,Phyto,Phytodéfrisant Botanical Straightening Balm,$16.0,1438035,P2895,4.4937,http://www.sephora.com/phytodefrisant-botanical-straightening-balm-P2895
5497,1110,Frizz,Moroccanoil,Intense Hydrating Mask,$16.00,1873124,P412097,4.5833,http://www.sephora.com/intense-hydrating-mask-P412097
5498,1111,Frizz,ALTERNA Haircare,Caviar Anti-Aging Working Hair Spray,$8.0,1289099,P269714,4.5227,http://www.sephora.com/caviar-anti-aging-working-hair-spray-P269714
5499,1112,Frizz,IGK,Speechless Hair and Body Dry Oil Finishing Spray,$29.00,1892728,P416007,4.6667,http://www.sephora.com/speechless-hair-body-dry-oil-finishing-spray-P416007
5500,1113,Frizz,Verb,Hydrating Shampoo,$7.0,1728278,P399994,4.1522,http://www.sephora.com/hydrating-shampoo-P399994
5501,1114,Frizz,DevaCurl,Styling Cream,$26.00,1820323,P378330,4.2863,http://www.sephora.com/styling-cream-P378330
5502,1115,Frizz,Bumble and bumble,Color Minded Conditioner,$12.0,1425347,P311132,3.9130000000000003,http://www.sephora.com/color-minded-conditioner-P311132
5503,1116,Frizz,Briogeo,Rosarco Milk™ Reparative Leave-In Conditioning Spray,$9.0,1784735,P396733,4.2897,http://www.sephora.com/rosarco-milk-reparative-leave-in-conditioning-spray-P396733
5504,1117,Frizz,Bumble and bumble,Tonic Lotion,$9.0,1270305,P280530,4.3717,http://www.sephora.com/tonic-lotion-P280530
5505,1118,Frizz,IGK,Hot Girls Hydrating Conditioner,$25.00,1839646,P410485,4.625,http://www.sephora.com/hot-girls-hydrating-conditioner-P410485
5506,1119,Frizz,Aquis,Lisse Luxe Hair Turban,$30.00,1855956,P410897,4.1364,http://www.sephora.com/lisse-luxe-hair-turban-P410897
5507,1120,Frizz,Living Proof,No Frizz Humidity Shield,$14.0,1689181,P397028,3.6851,http://www.sephora.com/no-frizz-humidity-shield-P397028
5508,1121,Frizz,Living Proof,Curl Defining Styling Cream,$15.0,1676030,P392503,3.7135,http://www.sephora.com/curl-defining-styling-cream-P392503
5509,1122,Frizz,Briogeo,Curl Charisma™ Rice Amino + Avocado LeaveIn Defining Crème,$20.00,1784669,P388626,4.1667,http://www.sephora.com/curl-charisma-rice-amino-avocado-leave-in-defining-creme-P388626
5510,1123,Frizz,Living Proof,Straight Spray,$17.0,1606359,P288302,4.0627,http://www.sephora.com/straight-spray-P288302
5511,1124,Frizz,DevaCurl,No-Poo® Decadence,$22.0,1737337,P400703,4.2333,http://www.sephora.com/no-poo-decadence-P400703
5512,1125,Frizz,Living Proof,Restore Instant Repair Lotion,$29.00,1676139,P392308,4.2453,http://www.sephora.com/restore-instant-repair-lotion-P392308
5513,1126,Frizz,Living Proof,Satin Hair Serum,$29.00,1532217,P379058,4.0457,http://www.sephora.com/satin-hair-serum-P379058
5514,1127,Frizz,WEN® by Chaz Dean,SIXTHIRTEEN™ Ultra Nourishing Cleansing Treatment,$36.00,1699198,P396009,4.0732,http://www.sephora.com/sixthirteen-ultra-nourishing-cleansing-treatment-P396009
5515,1128,Frizz,IGK,Hot Girls Hydrating Shampoo,$25.00,1839711,P410484,4.2353,http://www.sephora.com/hot-girls-hydrating-shampoo-P410484
5516,1129,Frizz,ALTERNA Haircare,Bamboo Smooth Kendi Oil Pure Treatment Oil,$25.00,1312784,P278003,4.587,http://www.sephora.com/bamboo-smooth-kendi-oil-pure-treatment-oil-P278003
5517,1130,Frizz,Bumble and bumble,Brilliantine,$24.00,1270644,P280544,4.3241,http://www.sephora.com/brilliantine-P280544
5518,1131,Frizz,Earth’s Nectar,Jojoba & Tea Tree Scalp Oil,$18.50,1653856,P389141,4.2326,http://www.sephora.com/jojoba-tea-tree-scalp-oil-P389141
5519,1132,Frizz,Bumble and bumble,Defrizz,$28.00,1270693,P280515,4.2362,http://www.sephora.com/defrizz-P280515
5520,1133,Frizz,ALTERNA Haircare,Caviar Repair Lengthening Hair & Scalp Elixir,$38.00,1603075,P388825,4.1029,http://www.sephora.com/caviar-repair-lengthening-hair-scalp-elixir-P388825
5521,1134,Frizz,DevaCurl,No-Poo®,$10.0,1784560,P378324,4.1567,http://www.sephora.com/no-poo-P378324
5522,1135,Frizz,Phyto,"PhytoSpecific PhytoRelaxer Index 2 - Normal, Thick, Resistant Hair",$65.00,1568492,P6120,4.4019,http://www.sephora.com/phytospecific-phytorelaxer-index-2-normal-thick-resistant-hair-P6120
5523,1136,Frizz,Bumble and bumble,Mending Conditioner,$34.00,1270214,P280518,4.1707,http://www.sephora.com/mending-conditioner-P280518
5524,1137,Frizz,ALTERNA Haircare,Moisture Intense Oil Crème Deep Conditioner,$32.00,1764893,P401402,3.8108,http://www.sephora.com/moisture-intense-oil-creme-deep-conditioner-P401402
5525,1138,Frizz,Drybar,Sake Bomb Conditioner,$24.00,1585322,P384660,4.2836,http://www.sephora.com/sake-bomb-conditioner-P384660
5526,1139,Frizz,Ouai,Finishing Crème,$24.00,1802149,P407610,4.1765,http://www.sephora.com/finishing-cr-me-P407610
5527,1140,Frizz,Briogeo,"Be Gentle, Be Kind™ Avocado + Quinoa CoWash",$32.00,1813187,P388623,4.1511,http://www.sephora.com/be-gentle-be-kind-avocado-quinoa-co-wash-P388623
5528,1141,Frizz,Verb,Leave-In Mist,$7.0,1730407,P399995,3.7976,http://www.sephora.com/leave-in-mist-P399995
5529,1142,Frizz,Bumble and bumble,Semisumo,$29.00,1460997,P377208,4.3971,http://www.sephora.com/semisumo-P377208
5530,1143,Frizz,DevaCurl,Light Defining Gel,$10.0,1820232,P378321,4.075,http://www.sephora.com/light-defining-gel-P378321
5531,1144,Frizz,Living Proof,Perfect Hair Day Travel Kit,$29.00,1610583,P387803,3.5217,http://www.sephora.com/perfect-hair-day-travel-kit-P387803
5532,1145,Frizz,Aquis,Lisse Luxe Long Hair Towel,$35.00,1883826,P412783,4.5,http://www.sephora.com/lisse-luxe-long-hair-towel-P412783
5533,1146,Frizz,Drybar,Whiskey Fix Styling Paste,$27.00,1896406,P417008,4.0,http://www.sephora.com/whiskey-fix-styling-paste-P417008
5534,1147,Frizz,DevaCurl,DevaTowel™,$20.00,1784495,P404778,4.4186,http://www.sephora.com/devatowel-P404778
5535,1148,Frizz,Phyto,"PhytoSpecific PhytoRelaxer Index 1 - Delicate, Fine Hair",$65.00,1568500,P6119,4.5226,http://www.sephora.com/phytospecific-phytorelaxer-index-1-delicate-fine-hair-P6119
5536,1149,Frizz,Bumble and bumble,Grooming Creme,$15.0,1270636,P280548,4.1691,http://www.sephora.com/grooming-creme-P280548
5537,1150,Frizz,IGK,Mistress Hydrating Hair Balm,$27.00,1839745,P410480,4.2708,http://www.sephora.com/mistress-hydrating-hair-balm-P410480
5538,1151,Frizz,DevaCurl,How to Quit Shampoo: The Original Cleanse & Condition Curl Kit,$35.00,1815984,P400108,4.0227,http://www.sephora.com/how-to-quit-shampoo-original-cleanse-condition-curl-kit-P400108
5539,1152,Frizz,Drybar,Sake Bomb Shampoo,$24.00,1585330,P384659,3.8025,http://www.sephora.com/sake-bomb-shampoo-P384659
5540,1153,Frizz,Ouai,Matte Pomade,$24.00,1837202,P411727,4.5,http://www.sephora.com/matte-pomade-P411727
5541,1154,Frizz,DevaCurl,Heaven In Hair®,$28.00,1815968,P378320,3.6949,http://www.sephora.com/heaven-in-hair-P378320
5542,1155,Frizz,Bumble and bumble,Quenching Conditioner,$34.00,1270255,P280505,3.9048,http://www.sephora.com/quenching-conditioner-P280505
5543,1156,Frizz,DevaCurl,Set It Free®,$14.0,1820307,P378327,3.8261,http://www.sephora.com/set-it-free-P378327
5544,1157,Frizz,Moroccanoil,Moisture Repair Shampoo,$10.00,1869692,P412085,4.7,http://www.sephora.com/moisture-repair-shampoo-P412085
5545,1158,Frizz,Drybar,Sparkling Soda Shine Mist,$28.00,1693878,P395399,3.8485,http://www.sephora.com/sparkling-soda-shine-mist-P395399
5546,1159,Frizz,Rahua,Voluminous Shampoo,$9.0,1825355,P407488,3.7143,http://www.sephora.com/voluminous-shampoo-P407488
5547,1160,Frizz,Phyto,Phytokératine Extrême Exceptional Cream,$40.00,1725118,P400004,4.3191,http://www.sephora.com/phytokeratine-extreme-exceptional-cream-P400004
5548,1161,Frizz,Bumble and bumble,Gel,$26.00,1270602,P280551,4.25,http://www.sephora.com/gel-P280551
5549,1162,Frizz,ALTERNA Haircare,Caviar Repair RX Fill & Fix Treatment Masque,$42.00,1483650,P377403,3.8571,http://www.sephora.com/caviar-repair-rx-fill-fix-treatment-masque-P377403
5550,1163,Frizz,Christophe Robin,Regenerating Shampoo with Prickly Pear Oil,$40.00,1801505,P406611,5.0,http://www.sephora.com/regenerating-shampoo-with-prickly-pear-oil-P406611
5551,1164,Frizz,Living Proof,Curl Leave-In Conditioner,$26.00,1722131,P398413,4.2143,http://www.sephora.com/curl-leave-in-conditioner-P398413
5552,1165,Frizz,Rita Hazan,Ultimate Shine Gloss,$26.00,1765478,P385154,3.8831,http://www.sephora.com/ultimate-shine-gloss-P385154
5553,1166,Frizz,DevaCurl,DevaFuser Attachment,$50.00,1844372,P384606,3.3158,http://www.sephora.com/devafuser-attachment-P384606
5554,1167,Frizz,Christophe Robin,Moisturizing Hair Cream,$43.00,1747302,P401461,5.0,http://www.sephora.com/moisturizing-hair-cream-P401461
5555,1168,Frizz,Living Proof,Restore Repairing & Damage Reversing Travel Kit,$29.00,1376284,P296832,3.715,http://www.sephora.com/restore-repairing-damage-reversing-travel-kit-P296832
5556,1169,Frizz,Bumble and bumble,Mending Shampoo,$31.00,1270099,P280519,4.0172,http://www.sephora.com/mending-shampoo-P280519
5557,1170,Frizz,Living Proof,No Frizz Leave-In Conditioner,$25.00,1201839,P244511,3.978,http://www.sephora.com/no-frizz-leave-in-conditioner-P244511
5558,1171,Frizz,ALTERNA Haircare,Bamboo Smooth Anti-Breakage Thermal Protectant Spray,$25.00,1360304,P300903,4.3265,http://www.sephora.com/bamboo-smooth-anti-breakage-thermal-protectant-spray-P300903
5559,1172,Frizz,Bumble and bumble,Quenching Shampoo,$31.00,1270107,P280506,3.8529,http://www.sephora.com/quenching-shampoo-P280506
5560,1173,Frizz,Aquis,Lisse Luxe Hair Towel,$30.00,1883768,P412766,5.0,http://www.sephora.com/lisse-luxe-hair-towel-P412766
5561,1174,Frizz,Aquis,Waffle Luxe Hair Turban,$40.00,1855998,P410734,3.9348,http://www.sephora.com/waffle-luxe-hair-turban-P410734
5562,1175,Frizz,Briogeo,Curl Charisma™ Rice Amino + Quinoa Frizz Control Gel,$20.00,1784677,P408411,4.1379,http://www.sephora.com/curl-charisma-rice-amino-quinoa-frizz-control-gel-P408411
5563,1176,Frizz,Living Proof,Weightless Styling Spray,$37.00,1459403,P375667,3.8955,http://www.sephora.com/weightless-styling-spray-P375667
5564,1177,Frizz,Bumble and bumble,Mending Masque,$38.00,1270438,P280552,4.2321,http://www.sephora.com/mending-masque-P280552
5565,1178,Frizz,Sachajuan,Dry Hair Conditioner,$29.00,1851690,P410220,4.0,http://www.sephora.com/dry-hair-conditioner-P410220
5566,1179,Frizz,DevaCurl,Frizz-Free Volumizing Foam,$26.00,1820356,P378319,3.7826,http://www.sephora.com/frizz-free-volumizing-foam-P378319
5567,1180,Frizz,ALTERNA Haircare,CAVIAR Anti-Aging® Omega+ Nourishing Hair Oil,$38.00,1565886,P384770,3.8939,http://www.sephora.com/caviar-anti-aging-omega-nourishing-hair-oil-P384770
5568,1181,Frizz,Phyto,Phyto 7 Dry Hair Hydrating Day Cream With 7 Plants,$29.00,98715,P2882,4.428,http://www.sephora.com/phyto-7-dry-hair-hydrating-day-cream-with-7-plants-P2882
5569,1182,Frizz,ALTERNA Haircare,Caviar Repair RX Re-Texturizing Protein Cream,$35.00,1483668,P377720,4.4859,http://www.sephora.com/caviar-repair-rx-re-texturizing-protein-cream-P377720
5570,1183,Frizz,ALTERNA Haircare,Bamboo® Smooth Curls Anti-Frizz Curl-Defining Cream,$25.00,1603034,P386601,3.8378,http://www.sephora.com/bamboo-smooth-curls-anti-frizz-curl-defining-cream-P386601
5571,1304,Frizz,Ouidad,Moisture Lock™ Leave-In Conditioner,$26.0,1200070,P242145,4.3325,http://www.sephora.com/moisture-lock-leave-in-conditioner-P242145
5572,1305,Frizz,Drybar,100 Proof Treatment Oil,$36.00,1506427,P378173,4.2714,http://www.sephora.com/100-proof-treatment-oil-P378173
5573,1306,Frizz,ALTERNA Haircare,Caviar Anti-Aging Brightening Blonde Shampoo,$36.00,1415827,P374563,3.9091,http://www.sephora.com/caviar-anti-aging-brightening-blonde-shampoo-P374563
5574,1307,Frizz,Bumble and bumble,Thickening Creme Contour,$29.00,1489962,P378302,4.0702,http://www.sephora.com/thickening-creme-contour-P378302
5575,1308,Frizz,ALTERNA Haircare,CAVIAR Anti-Aging® Replenishing Moisture Milk,$30.00,1603117,P386605,4.1429,http://www.sephora.com/caviar-anti-aging-replenishing-moisture-milk-P386605
5576,1309,Frizz,Ouai,Medium Hair Spray,$26.00,1837210,P411728,4.5,http://www.sephora.com/medium-hair-spray-P411728
5577,1310,Frizz,Bumble and bumble,Straight Conditioner,$34.00,1376300,P297553,3.9608,http://www.sephora.com/straight-conditioner-P297553
5578,1311,Frizz,SHOW BEAUTY,Pure Treatment Oil,$60.00,1695774,P394230,4.7419,http://www.sephora.com/pure-treatment-oil-P394230
5579,1312,Frizz,ALTERNA Haircare,Caviar Anti-Aging Overnight Hair Rescue,$38.00,1309970,P277501,4.0227,http://www.sephora.com/caviar-anti-aging-overnight-hair-rescue-P277501
5580,1313,Frizz,ghd,ghd Style™ Heat Protect Spray,$22.00,1593052,P385017,4.125,http://www.sephora.com/ghd-style-heat-protect-spray-P385017
5581,1314,Frizz,Moroccanoil,Moisture Repair Conditioner,$10.50,1869700,P412084,3.625,http://www.sephora.com/moisture-repair-conditioner-P412084
5582,1315,Frizz,DevaCurl,Mist-er Right®,$9.0,1820331,P378323,3.7027,http://www.sephora.com/mist-er-right-P378323
5583,1316,Frizz,Phyto,Phyto 9 Ultra-Dry Hair Nourishing Day Cream With 9 Plants,$29.00,98731,P2891,4.3808,http://www.sephora.com/phyto-9-ultra-dry-hair-nourishing-day-cream-with-9-plants-P2891
5584,1317,Frizz,Living Proof,Prime Style Extender™ Spray,$12.0,1609486,P386478,4.1654,http://www.sephora.com/prime-style-extender-spray-P386478
5585,1318,Frizz,Rahua,Elixir Daily Hair Drops,$105.00,1826635,P408244,4.5,http://www.sephora.com/elixir-daily-hair-drops-P408244
5586,1319,Frizz,Bumble and bumble,Cityswept Finish,$31.00,1593086,P384820,3.6975,http://www.sephora.com/cityswept-finish-P384820
5587,1320,Frizz,Verb,Ghost Oil™ Duo,$18.00,1872282,P412413,4.4286,http://www.sephora.com/ghost-oil-duo-P412413
5588,1321,Frizz,Rahua,Conditioner,$9.5,1825314,P407487,3.6316,http://www.sephora.com/conditioner-P407487
5589,1322,Frizz,Aquis,Waffle Luxe Long Hair Towel,$45.00,1883875,P412784,0.0,http://www.sephora.com/waffle-luxe-long-hair-towel-P412784
5590,1323,Frizz,WEN® by Chaz Dean,Sweet Almond Mint Anti-Frizz Styling Cream,$28.00,1635374,P389327,3.7391,http://www.sephora.com/sweet-almond-mint-anti-frizz-styling-cream-P389327
5591,1324,Frizz,Briogeo,Rosarco Oil™,$28.00,1784743,P388629,4.2143,http://www.sephora.com/rosarco-oil-P388629
5592,1325,Frizz,DevaCurl,Low Poo® Delight,$22.0,1784529,P409141,4.1154,http://www.sephora.com/low-poo-delight-P409141
5593,1326,Frizz,Keranique,Marula Hair Oil Treatment Mist,$35.00,1801927,P406560,4.5652,http://www.sephora.com/marula-hair-oil-treatment-mist-P406560
5594,1327,Frizz,Bumble and bumble,Straight Shampoo,$31.00,1376292,P297552,4.1389,http://www.sephora.com/straight-shampoo-P297552
5595,1328,Frizz,ALTERNA Haircare,Bamboo™ UV+ Color Protection Rehab Deep Hydration Masque,$26.00,1360262,P293527,4.3563,http://www.sephora.com/bamboo-uv-color-protection-rehab-deep-hydration-masque-P293527
5596,1329,Frizz,Earth’s Nectar,Nourish,$23.50,1656438,P389143,4.0526,http://www.sephora.com/nourish-P389143
5597,1330,Frizz,ALTERNA Haircare,CAVIAR Smoothing Hydra-Gelee Nourishing Hair Perfector,$28.00,1837178,P410833,3.8158,http://www.sephora.com/caviar-smoothing-hydra-gelee-nourishing-hair-perfector-P410833
5598,1331,Frizz,ALTERNA Haircare,Moisture Intense Oil Crème Shampoo,$32.00,1764901,P401401,3.6111,http://www.sephora.com/moisture-intense-oil-creme-shampoo-P401401
5599,1332,Frizz,Drybar,Gold Mine Shimmering Leave-In Conditioner,$29.00,1602937,P386472,3.0161,http://www.sephora.com/gold-mine-shimmering-leave-in-conditioner-P386472
5600,1333,Frizz,Rahua,Shampoo,$9.0,1825306,P407486,3.2907,http://www.sephora.com/shampoo-P407486
5601,1334,Frizz,ALTERNA Haircare,Caviar Anti-Aging Rapid Repair Spray®,$30.00,1415801,P269708,4.3103,http://www.sephora.com/caviar-anti-aging-rapid-repair-spray-P269708
5602,1335,Frizz,Briogeo,Curl Charisma™ Rice Amino + Shea Curl Defining Conditioner,$24.00,1784651,P388627,4.1532,http://www.sephora.com/curl-charisma-rice-amino-shea-curl-defining-conditioner-P388627
5603,1336,Frizz,ALTERNA Haircare,Bamboo Blowout Sleek Smooth Kit,$54.00,1603125,P386604,4.6667,http://www.sephora.com/bamboo-blowout-sleek-smooth-kit-P386604
5604,1337,Frizz,Moroccanoil,Hydrating Styling Cream,$13.00,1873132,P412096,3.6667,http://www.sephora.com/hydrating-styling-cream-P412096
5605,1338,Frizz,ALTERNA Haircare,Bamboo Smooth Anti-Frizz Shampoo,$22.00,1312768,P278001,4.1288,http://www.sephora.com/bamboo-smooth-anti-frizz-shampoo-P278001
5606,1339,Frizz,Keranique,Lift & Repair Treatment Spray,$18.00,1801919,P406559,4.3077,http://www.sephora.com/lift-repair-treatment-spray-P406559
5607,1340,Frizz,Bumble and bumble,Quenching Masque,$38.00,1270453,P280553,4.0769,http://www.sephora.com/quenching-masque-P280553
5608,1341,Frizz,Drybar,Blonde Ale Brightening Cream,$26.00,1730597,P399337,3.9130000000000003,http://www.sephora.com/blonde-ale-brightening-cream-P399337
5609,1342,Frizz,ALTERNA Haircare,Moisture Intense Oil Crème Pre-Shampoo Treatment,$30.00,1764919,P401403,4.0,http://www.sephora.com/moisture-intense-oil-creme-pre-shampoo-treatment-P401403
5610,1343,Frizz,Earth’s Nectar,Green Olive & Lavender Scalp Oil,$18.50,1653849,P389142,4.1,http://www.sephora.com/green-olive-lavender-scalp-oil-P389142
5611,1344,Frizz,Living Proof,Curl Conditioning Wash,$11.0,1676048,P392502,3.3333,http://www.sephora.com/curl-conditioning-wash-P392502
5612,1345,Frizz,Verb,Hydrating Mask,$14.00,1808955,P406901,4.4359,http://www.sephora.com/hydrating-mask-P406901
5613,1346,Frizz,DevaCurl,Low-Poo®,$22.0,1784602,P378322,3.5849,http://www.sephora.com/low-poo-P378322
5614,1347,Frizz,ALTERNA Haircare,Caviar Anti-Aging Perfect Iron Spray,$28.00,1415819,P374562,3.9130000000000003,http://www.sephora.com/caviar-anti-aging-perfect-iron-spray-P374562
5615,1348,Frizz,Verb,Ghost™ Hairspray,$14.00,1730415,P399991,4.25,http://www.sephora.com/ghost-hairspray-P399991
5616,1349,Frizz,Living Proof,Curl Enhancing Styling Mousse,$15.0,1676063,P392500,3.2464,http://www.sephora.com/curl-enhancing-styling-mousse-P392500
5617,1350,Frizz,WEN® by Chaz Dean,Healthy Hair Care Kit,$42.50,1777572,P374589,3.4229,http://www.sephora.com/healthy-hair-care-kit-P374589
5618,1351,Frizz,dpHUE,Apple Cider Vinegar Leave-In Hair Therapy,$30.00,1815224,P407886,3.8,http://www.sephora.com/apple-cider-vinegar-leave-in-hair-therapy-P407886
